model,F1,error
hrnet_w18.ms_in1k,0.6637578825761432,
vit_small_patch32_224.augreg_in21k_ft_in1k,0.6541103998573838,
pit_ti_224.in1k,0.7012338350307374,
resnet50.c2_in1k,0.594561270296752,
focalnet_base_srf.ms_in1k,0.8108175382394164,
efficientnet_es.ra_in1k,0.6865376724125863,
resnext50d_32x4d.bt_in1k,0.6343720425257731,
efficientnet_lite0.ra_in1k,0.6538174208847991,
resnet50.ra_in1k,0.6675593653481666,
efficientnet_b0.ra_in1k,0.6862033087574881,
rexnet_300.nav_in1k,0.6847903513201447,
hrnet_w18.ms_aug_in1k,0.6413674396427953,
dla102.in1k,0.6501308913123333,
resnest26d.gluon_in1k,0.627903734390467,
convit_tiny.fb_in1k,0.6226421183110336,
crossvit_base_240.in1k,0.6971389468988376,
caformer_s36.sail_in22k_ft_in1k,0.7618298114488059,
tf_efficientnet_lite1.in1k,0.6190655302464969,
seresnext26d_32x4d.bt_in1k,0.6502379558162408,
resnetv2_50x1_bit.goog_in21k,0.6321926316097186,
resnetv2_101x1_bit.goog_in21k_ft_in1k,0.6978381279812166,
coatnet_rmlp_1_rw2_224.sw_in12k,0.8247620098860093,
resnest50d_1s4x24d.in1k,0.5846495143881693,
resnext101_32x8d.tv2_in1k,0.6424888145347333,
efficientnet_em.ra2_in1k,0.6298201353433528,
resmlp_24_224.fb_dino,0.7098073031292434,
efficientnet_el.ra_in1k,0.6435966885016805,
tresnet_m.miil_in21k_ft_in1k,0.6590441851389969,
tinynet_c.in1k,0.6193220811533302,
vit_base_patch32_clip_224.openai_ft_in1k,0.661538326423053,
resnet152.a2_in1k,0.4963106860646098,
tf_efficientnet_el.in1k,0.6087068725720919,
twins_pcpvt_large.in1k,0.7017716028347811,
convnext_small.fb_in22k_ft_in1k_384,0.706313462195463,
regnety_080.pycls_in1k,0.6704531115029193,
convformer_s36.sail_in22k,0.7098881935880462,
mvitv2_base_cls.fb_inw21k,0.7520179698413152,
wide_resnet50_2.tv2_in1k,0.6713465805424552,
mvitv2_tiny.fb_in1k,0.6750602392653519,
crossvit_15_dagger_240.in1k,0.7394048135090605,
resnet34.tv_in1k,0.599673826072898,
davit_small.msft_in1k,0.7089982096529794,
resnet50d.ra2_in1k,0.5794092510824251,
nf_resnet50.ra2_in1k,0.6711737475372065,
regnetv_064.ra3_in1k,0.55752161309555,
dla102x.in1k,0.6624128036819509,
resnext50_32x4d.tv_in1k,0.6843847309728347,
convnext_tiny.fb_in22k_ft_in1k_384,0.7058200592106271,
gernet_s.idstcv_in1k,0.6492104883785783,
sequencer2d_s.in1k,0.6784905704966934,
res2net50_48w_2s.in1k,0.681836635219454,
resnetaa50d.sw_in12k_ft_in1k,0.7099330472715532,
swinv2_cr_tiny_ns_224.sw_in1k,0.7198335595340689,
regnety_320.tv2_in1k,0.6394807553467234,
twins_pcpvt_base.in1k,0.779873855278628,
legacy_xception.tf_in1k,0.5792522209053059,
coatnet_1_rw_224.sw_in1k,0.8211712135996043,
focalnet_base_lrf.ms_in1k,0.7899496535814371,
pit_s_distilled_224.in1k,0.6815908899856733,
pvt_v2_b2.in1k,0.7249046811326327,
ecaresnet101d.miil_in1k,0.5890188413836246,
regnety_040.ra3_in1k,0.5842601091152331,
twins_svt_small.in1k,0.7603426965079108,
resnext50_32x4d.fb_ssl_yfcc100m_ft_in1k,0.7183048832279999,
convnext_nano_ols.d1h_in1k,0.6237999752394452,
resnet50d.a2_in1k,0.665620017331698,
mobilevitv2_175.cvnets_in22k_ft_in1k_384,0.6794555380801031,
resnext101_64x4d.gluon_in1k,0.576138744887074,
dpn98.mx_in1k,0.6784817658535258,
resnet152d.ra2_in1k,0.6069361683764696,
dla60x.in1k,0.6171409792593084,
xcit_medium_24_p16_384.fb_dist_in1k,0.7535854391131165,
resnext101_32x4d.gluon_in1k,0.5832050383936218,
seresnet50.ra2_in1k,0.6123197470223581,
sequencer2d_m.in1k,0.7364329042940574,
vit_tiny_patch16_224.augreg_in21k_ft_in1k,0.625860005749343,
convnext_small.fb_in22k,0.7252882795678562,
hrnet_w48_ssld.paddle_in1k,0.6348261469737696,
resnest101e.in1k,0.6921695622778621,
resnetv2_50.a1h_in1k,0.6091583169028878,
resnetv2_50d_gn.ah_in1k,0.5989744446950535,
resnet50_gn.a1h_in1k,0.5660208790243746,
resnet18.a1_in1k,0.5789251069391693,
deit_tiny_distilled_patch16_224.fb_in1k,0.5994652034702926,
vit_relpos_medium_patch16_224.sw_in1k,0.7266955596128912,
resnet152.a3_in1k,0.6552362982684148,
xcit_medium_24_p16_224.fb_dist_in1k,0.775956230799129,
repvgg_b3.rvgg_in1k,0.5946960438655782,
efficientnet_el_pruned.in1k,0.6444385031903556,
coat_lite_small.in1k,0.6927439283662723,
gcresnet50t.ra2_in1k,0.5404397246478367,
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,0.7893481664829363,
legacy_seresnext50_32x4d.in1k,0.669098040192196,
convnext_nano.d1h_in1k,0.6871953972663997,
resnet50.c1_in1k,0.581537173875831,
cspresnext50.ra_in1k,0.6259786895309915,
vit_small_patch16_224.augreg_in21k_ft_in1k,0.7213449383009759,
hrnet_w30.ms_in1k,0.6328913723222558,
seresnet50.a1_in1k,0.6411518594724741,
tresnet_xl.miil_in1k,0.6553593865104766,
gernet_l.idstcv_in1k,0.6422633981592814,
tresnet_m.miil_in1k,0.6179695293520748,
resnet101.a1h_in1k,0.6392294986624546,
regnety_016.pycls_in1k,0.6366313915058412,
dla169.in1k,0.6862605815904228,
regnety_160.tv2_in1k,0.6682532024553735,
convformer_s18.sail_in22k,0.7256641799564344,
tf_efficientnet_b0.in1k,0.68076081017568,
resnet26t.ra2_in1k,0.6227525290303496,
eca_nfnet_l2.ra3_in1k,0.6416645097586786,
xcit_small_24_p16_224.fb_in1k,0.7885285961024244,
focalnet_tiny_lrf.ms_in1k,0.7754598751753081,
resnet50s.gluon_in1k,0.6145929196487747,
efficientnet_es_pruned.in1k,0.6859403288643793,
efficientnet_b5.sw_in12k_ft_in1k,0.7224022922759779,
lambda_resnet26t.c1_in1k,0.6638310586276056,
regnety_080.ra3_in1k,0.5526038439137099,
convnextv2_tiny.fcmae_ft_in1k,0.698455471065678,
mixnet_m.ft_in1k,0.6522389373479822,
vit_base_patch32_clip_224.laion2b,0.6519902813060153,
pvt_v2_b3.in1k,0.720502291427877,
tinynet_d.in1k,0.6393446952900198,
regnetx_016.tv2_in1k,0.6398447840404968,
coat_lite_mini.in1k,0.7185067557146685,
efficientnet_b1_pruned.in1k,0.5560044979187251,
resnetrs101.tf_in1k,,HfHubHTTPError
dla46x_c.in1k,0.5528925724787639,
efficientformer_l3.snap_dist_in1k,0.6920113662506506,
regnety_032.ra_in1k,0.535641219553295,
xcit_medium_24_p16_224.fb_in1k,0.7715271466709405,
resnetv2_50d_evos.ah_in1k,0.5971529728611417,
deit3_medium_patch16_224.fb_in22k_ft_in1k,0.7318696257821353,
regnetz_c16_evos.ch_in1k,0.7085693141870433,
regnety_040.pycls_in1k,0.6777796965653038,
crossvit_15_dagger_408.in1k,0.7364400497253162,
regnety_160.swag_ft_in1k,0.6434241583672468,
mobilenetv2_100.ra_in1k,0.6555863168760799,
resnetrs152.tf_in1k,0.633987034934459,
seresnext101_64x4d.gluon_in1k,0.6065132379189149,
crossvit_18_dagger_240.in1k,0.7057266695411769,
convformer_s36.sail_in1k_384,0.7039739483281231,
efficientformer_l1.snap_dist_in1k,0.724554526637483,
convnext_tiny.in12k_ft_in1k_384,0.7424070854962757,
efficientformerv2_s1.snap_dist_in1k,0.5677711413496929,
tf_mixnet_s.in1k,0.664896451438064,
deit3_medium_patch16_224.fb_in1k,0.7250502335921793,
regnety_080_tv.tv2_in1k,0.6273903789024702,
coatnet_rmlp_nano_rw_224.sw_in1k,0.7531622649655132,
regnetx_008.pycls_in1k,0.6052002598114523,
convnext_base.clip_laion2b_augreg_ft_in1k,0.6785710237597656,
coatnext_nano_rw_224.sw_in1k,0.7978046536273244,
efficientnet_b3_pruned.in1k,0.6049384069676931,
ecaresnet50d.miil_in1k,0.6302309973735498,
vit_srelpos_medium_patch16_224.sw_in1k,0.7306704844132486,
resnet50.b2k_in1k,0.5748596980160037,
tf_efficientnet_b1.in1k,0.636972428419094,
seresnet50.a2_in1k,0.6006091323365945,
rexnet_100.nav_in1k,0.6105530540708741,
hrnet_w64.ms_in1k,0.6589866344939616,
ecaresnet26t.ra2_in1k,0.586377604740363,
pit_xs_224.in1k,0.7093353795172831,
focalnet_tiny_srf.ms_in1k,0.809907629654712,
res2net101d.in1k,0.8887339813884847,
crossvit_15_240.in1k,0.6960159243738818,
deit_tiny_patch16_224.fb_in1k,0.6416174742433014,
tresnet_xl.miil_in1k_448,0.5006057602762578,
coatnet_nano_rw_224.sw_in1k,0.7640242501224492,
convnextv2_tiny.fcmae_ft_in22k_in1k,0.7226042082834376,
resnetaa101d.sw_in12k_ft_in1k,0.7646763440134362,
skresnext50_32x4d.ra_in1k,0.6128712535759403,
seresnext26ts.ch_in1k,0.6349380047364541,
convformer_s36.sail_in22k_ft_in1k,0.6817188392008752,
visformer_tiny.in1k,0.6730624715246095,
resnet18.a2_in1k,0.5489375546725973,
resnet101.tv2_in1k,0.6564100639379156,
convnext_base.fb_in1k,0.7173254609756551,
maxvit_tiny_tf_224.in1k,0.6232125670531438,
tresnet_m.miil_in1k_448,0.5512298089006653,
convit_base.fb_in1k,0.7320392215902307,
swinv2_cr_small_224.sw_in1k,0.7683977456810092,
resnet32ts.ra2_in1k,0.6220954479770929,
gcvit_xxtiny.in1k,0.6916881489972897,
dpn68.mx_in1k,0.5957237834620923,
vit_tiny_patch16_224.augreg_in21k,0.7008656529550759,
resnet152s.gluon_in1k,0.7030030388357869,
resnet34.a2_in1k,0.5671229009514347,
regnetz_d32.ra3_in1k,0.483495340053027,
efficientformerv2_l.snap_dist_in1k,0.6499724078429419,
mobilenetv2_110d.ra_in1k,0.6431227207988569,
caformer_s18.sail_in22k_ft_in1k,0.7797021399069936,
regnetx_080.tv2_in1k,0.6452701836790657,
maxvit_tiny_rw_224.sw_in1k,0.6914749026830165,
crossvit_18_dagger_408.in1k,,OutOfMemoryError
regnetv_040.ra3_in1k,,OutOfMemoryError
tf_efficientnetv2_b0.in1k,0.657638114401293,
convformer_s18.sail_in22k_ft_in1k,0.6934024760095566,
gcvit_xtiny.in1k,0.744375866881133,
poolformerv2_s12.sail_in1k,0.6478675009634627,
xcit_small_12_p16_224.fb_dist_in1k,0.7607099111937023,
resmlp_36_224.fb_distilled_in1k,0.6813844438025327,
resnet18.a3_in1k,0.604608085236413,
tf_efficientnet_b0.ap_in1k,0.6293727174688674,
densenet121.ra_in1k,0.6011787450782143,
efficientnet_b2_pruned.in1k,0.454919621598005,
caformer_s36.sail_in22k_ft_in1k_384,0.6719852769154293,
deit_small_distilled_patch16_224.fb_in1k,0.7105569829282316,
xcit_tiny_12_p8_224.fb_in1k,0.6767937191536408,
ese_vovnet19b_dw.ra_in1k,0.6596352161425363,
tinynet_a.in1k,0.655990050492637,
regnety_032.tv2_in1k,0.6698022127722598,
pvt_v2_b2_li.in1k,0.7140818653673267,
resnetv2_50x1_bit.goog_in21k_ft_in1k,0.5556964860476789,
tf_efficientnetv2_b1.in1k,0.6527922696908801,
convnext_small.fb_in1k,0.6599122569177912,
xcit_nano_12_p8_224.fb_dist_in1k,0.7178256343087566,
coatnet_bn_0_rw_224.sw_in1k,0.699323377693267,
resnet50d.a1_in1k,0.6287104782770193,
regnety_320.swag_ft_in1k,0.5440147261803037,
poolformer_s36.sail_in1k,0.6630624919152802,
pvt_v2_b4.in1k,0.6709463824836492,
convformer_s18.sail_in1k,0.6843437344353637,
regnetz_040_h.ra3_in1k,0.5092005500742249,
levit_conv_256.fb_dist_in1k,0.5528626824090779,
legacy_seresnet34.in1k,0.5749396166581082,
xcit_small_24_p16_384.fb_dist_in1k,0.7101742899810151,
resnet33ts.ra2_in1k,0.6126497899463832,
resnet152.a1_in1k,0.6593280512856384,
regnety_006.pycls_in1k,0.6152515891074141,
resnext101_64x4d.tv_in1k,0.6351547574845569,
poolformerv2_s36.sail_in1k,0.6661293669530656,
tf_efficientnetv2_m.in21k_ft_in1k,0.6310435099675472,
resnext50_32x4d.a1_in1k,0.6010295857756932,
spnasnet_100.rmsp_in1k,0.6602069553760066,
tf_efficientnet_b0.aa_in1k,0.6442926995401627,
crossvit_9_240.in1k,0.660831096372735,
caformer_s18.sail_in22k_ft_in1k_384,0.7654269845200931,
xcit_small_12_p16_224.fb_in1k,0.7335749270104088,
convnext_base.clip_laiona_augreg_ft_in1k_384,0.725142594936258,
resnet50.a1_in1k,0.4895689972025457,
crossvit_tiny_240.in1k,0.6308823078750803,
convnext_tiny.fb_in1k,0.6793465898292526,
tf_efficientnet_cc_b0_8e.in1k,0.5350761184893081,
